Radiated Heat Times Area (W),Thermal Conductivity of Area (W.mK),Thermal Diffusivity of Area (m2/s),Temperature of Area (K),Best Circle Radius (Pixels),Best Circle Accumulator Score,Best Circle X Position (Pixels),Best Circle Y Position (Pixels),Best Circle Distance from Centre (Pixels)
37.765336268800006,0.21288891613906075,5.4733852818508355e-06,307.5677107290592,69.0,0.3100000000000002,68.0,62.0,4.47213595499958
36.324560076800005,0.21285570266137122,5.473368990865288e-06,307.15494690918433,69.0,0.3000000000000002,68.0,62.0,4.47213595499958
36.7482699776,0.21286549816892283,5.4733734510421665e-06,307.276507060759,69.0,0.2650000000000002,70.0,64.0,6.0
37.51194787840001,0.21288309437278807,5.4733821839950336e-06,307.4952386091687,69.0,0.2950000000000002,68.0,64.0,4.0
37.429608448,0.21288120078645864,5.4733811989682135e-06,307.47167750939076,69.0,0.3100000000000002,66.0,62.0,2.8284271247461903
37.582680883200005,0.21288472034359993,5.473383038631072e-06,307.51547425279887,69.0,0.3075000000000002,66.0,62.0,2.8284271247461903
36.547323494400004,0.21286085551343073,5.473371301866653e-06,307.2188745560821,69.0,0.2925000000000002,64.0,62.0,2.0
37.71531264000001,0.21288776746879712,5.473384662291943e-06,307.55340742936636,69.0,0.2975000000000002,64.0,62.0,2.0
37.92540794880001,0.21289258962812146,5.473387290894896e-06,307.6134667596012,69.0,0.3075000000000002,59.0,65.0,5.0990195135927845
36.324120985600004,0.21285569249815098,5.473368986383964e-06,307.15482086133835,69.0,0.3000000000000002,64.0,62.0,2.0
36.66125127680001,0.2128634883383476,5.473372512815924e-06,307.25155362237575,69.0,0.2875000000000002,68.0,66.0,4.47213595499958
37.252877516800005,0.2128771334907352,5.473379120376856e-06,307.42108836089693,69.0,0.3025000000000002,64.0,62.0,2.0
36.588211404800006,0.21286180061064494,5.473371734201189e-06,307.23060405159987,69.0,0.2950000000000002,64.0,62.0,2.0
37.484743884800004,0.21288246885064194,5.4733818573832245e-06,307.48745489393815,69.0,0.2925000000000002,66.0,63.0,2.23606797749979
36.697263308800004,0.2128643202108722,5.473372899694814e-06,307.26188115174546,69.0,0.3050000000000002,64.0,62.0,2.0
37.10532321280001,0.2128737345731579,5.4733774220333e-06,307.37883186990547,69.0,0.2850000000000002,68.0,66.0,4.47213595499958
38.504267776000006,0.21290584641233248,5.473394895887192e-06,307.7787619869309,69.0,0.3150000000000002,66.0,62.0,2.8284271247461903
36.76989030400001,0.21286599737102424,5.473373685940437e-06,307.28270595180015,69.0,0.3150000000000002,65.0,61.0,3.1622776601683795
37.528941363200005,0.21288348506845234,5.473382388605878e-06,307.5001005529386,69.0,0.3025000000000002,66.0,62.0,2.8284271247461903
36.96208773120001,0.21287043244283702,5.473375805529619e-06,307.3377955235233,69.0,0.3100000000000002,66.0,62.0,2.8284271247461903
38.24069509120001,0.21289981552369558,5.473391366775413e-06,307.70353101679325,69.0,0.3125000000000002,72.0,64.0,8.0
37.39643412480001,0.21288043761843617,5.4733808050911404e-06,307.4621832781365,69.0,0.3050000000000002,66.0,66.0,2.8284271247461903
38.52641894400001,0.21290635285458162,5.473395197562099e-06,307.7850820335151,69.0,0.32500000000000023,68.0,62.0,4.47213595499958
37.926043648000004,0.212892604210224,5.473387298954179e-06,307.6136484316936,69.0,0.2925000000000002,68.0,66.0,4.47213595499958
36.669030400000004,0.21286366804919402,5.47337259622027e-06,307.2537846072576,69.0,0.2975000000000002,64.0,62.0,2.0
38.4042860544,0.21290355974775338,5.473393544063962e-06,307.7502309191724,69.0,0.3175000000000002,65.0,61.0,3.1622776601683795
37.06348503040001,0.21287277031650817,5.473376946596679e-06,307.36684711071723,69.0,0.3150000000000002,68.0,64.0,4.0
36.7509569536,0.21286556021310574,5.473373480196531e-06,307.2772774798792,69.0,0.2950000000000002,66.0,63.0,2.23606797749979
37.712134144000004,0.21288769447151706,5.473384623058223e-06,307.5524985318094,69.0,0.3000000000000002,66.0,63.0,2.23606797749979
38.119768064000006,0.21289704557239827,5.473389784801745e-06,307.6689966083567,69.0,0.35250000000000026,66.0,69.0,5.385164807134504
37.514464460800006,0.21288315223365653,5.4733822142675955e-06,307.49595863390067,69.0,0.33250000000000024,68.0,62.0,4.47213595499958
38.1376790528,0.21289745595949972,5.473390017644106e-06,307.67411237228816,69.0,0.2950000000000002,64.0,62.0,2.0
37.0653003776,0.2128728121600439,5.473376967169746e-06,307.36736715520976,69.0,0.3150000000000002,68.0,63.0,4.123105625617661
37.066722508800005,0.21287284493969966,5.4733769832900995e-06,307.3677745528419,69.0,0.3125000000000002,68.0,61.0,5.0
36.74159185920001,0.21286534396236806,5.473373378630604e-06,307.2745922622853,69.0,0.3150000000000002,68.0,62.0,4.47213595499958
38.93051392000001,0.2129155806639197,5.473400840117828e-06,307.9003078646748,69.0,0.3175000000000002,66.0,62.0,2.8284271247461903
38.89199841280001,0.21291470203325333,5.473400290885301e-06,307.88933092071153,69.0,0.3700000000000003,64.0,69.0,5.0
37.25169786880001,0.21287710632868187,5.473379106665555e-06,307.4207506032776,69.0,0.32500000000000023,66.0,62.0,2.8284271247461903
38.49816637440001,0.21290570690492433,5.473394812931461e-06,307.77702110097476,69.0,0.32000000000000023,66.0,62.0,2.8284271247461903
38.881761689600005,0.21291446847730464,5.473400145315537e-06,307.88641325061303,69.0,0.3175000000000002,64.0,67.0,3.0
37.301341388800004,0.21287824924284351,5.4733796855480946e-06,307.43496360748514,69.0,0.3175000000000002,64.0,62.0,2.0
38.55694561280001,0.21290705068299498,5.473395614597308e-06,307.7937910929329,69.0,0.3125000000000002,64.0,62.0,2.0
37.28358113280001,0.21287784039531588,5.473379478010354e-06,307.42987904960603,69.0,0.3000000000000002,66.0,64.0,2.0
37.836193792,0.21289054265708163,5.4733861661886105e-06,307.58796766772144,69.0,0.2975000000000002,67.0,65.0,3.1622776601683795
36.7612919808,0.21286579884747991,5.473373592436838e-06,307.2802407208765,69.0,0.3125000000000002,67.0,65.0,3.1622776601683795
37.05201623040001,0.212872505952172,5.473376816739783e-06,307.3635615700533,69.0,0.3000000000000002,64.0,62.0,2.0
38.8941545472,0.21291475122483,5.473400321568028e-06,307.8899454514055,69.0,0.3125000000000002,66.0,62.0,2.8284271247461903
36.75178270720001,0.21286557928015404,5.473373489158377e-06,307.2775142416643,69.0,0.32000000000000023,64.0,62.0,2.0
38.81047162880001,0.2129128415878947,5.473399136272107e-06,307.8660918620451,69.0,0.33000000000000024,68.0,62.0,4.47213595499958
36.70063185920001,0.21286439801526155,5.473372935984285e-06,307.262847131261,69.0,0.3075000000000002,64.0,62.0,2.0
37.498853785600005,0.21288279330226412,5.47338202664277e-06,307.49149214885773,69.0,0.3100000000000002,68.0,62.0,4.47213595499958
38.360553881600005,0.21290255915413842,5.473392957820016e-06,307.7377488873457,69.0,0.32500000000000023,65.0,65.0,1.4142135623730951
36.52212490240001,0.21286027295620644,5.473371036687719e-06,307.21164517874365,69.0,0.3100000000000002,64.0,62.0,2.0
37.9216658432,0.2128925037880929,5.473387243466088e-06,307.612397322512,69.0,0.3025000000000002,64.0,62.0,2.0
36.712271052800006,0.21286466683775765,5.4733730615066184e-06,307.2661847646788,69.0,0.3075000000000002,64.0,62.0,2.0
37.156795187200004,0.21287492055160695,5.473378010650651e-06,307.3935743546314,69.0,0.3000000000000002,66.0,62.0,2.8284271247461903
37.737326182400004,0.21288827299567054,5.473384934451791e-06,307.5597020265531,69.0,0.3000000000000002,66.0,62.0,2.8284271247461903
